package,URI,hasPredecessor,notes,fake,asserted
package#IoT,domain#CP-SHuTh-Hu+m,domain#CP-HuiTh-S+r,"HuiTh-S+r creates a link that would match HostManager-manages-Thing, but for a Thing with no location",TRUE,TRUE
package#IoT,domain#CP-SHuTh-Hu+m,domain#CP-Marker+ThingManagement-0,SHuTh-Hu+m is at the start of the IoT management inference sequence,FALSE,TRUE
package#IoT,domain#CP-Se-sD+sD,domain#CP-Marker+ThingData-0,Se-sD+sD is at the start of the onboard IoT data creation sequence,FALSE,TRUE
package#IoT,domain#CP-SesD+SP,domain#CP-Marker+ThingProcess-0,SesD+SP is at the start of the onboard IoT process creation sequence,FALSE,TRUE
package#Legal,domain#CP-JuHP+s,domain#CP-JuPHS+s,JuPHS+s creates a link that in JuHP+s matches Space-subjectTo-Jurisdiction,FALSE,TRUE
package#Legal,domain#CP-JuPHS+s,domain#CP-JuSS+s,JuSS+s creates a link that in JuPHS+s matches Space-subjectTo-Jurisdiction,FALSE,TRUE
package#Legal,domain#CP-JuSS+s,domain#CP-Marker+Jurisdiction-0,JuSS+s is at the start of the applicable jurisdiction inference sequence,FALSE,TRUE
package#Legal,domain#CP-Marker+Jurisdiction-0,domain#CP-Marker+ProcessContext-1,Process context inference should precede applicable jurisdiction inference,FALSE,TRUE
package#Legal,domain#CP-Marker+Jurisdiction-1,domain#CP-Marker+Jurisdiction-0,Start precedes end of sequence,FALSE,TRUE
package#Legal,domain#CP-Marker+ProcessOperation-2,domain#CP-Marker+DataAccess-1,Deserialized data access inference should precede data processing responsibility inference,FALSE,TRUE
package#Legal,domain#CP-Marker+ProcessOperation-2,domain#CP-Marker+ProcessOperation-1,Start precedes end of sequence,FALSE,TRUE
package#Legal,domain#CP-Marker+ProcessOperation-3,domain#CP-Marker+ProcessOperation-2,Start precedes end of sequence,FALSE,TRUE
package#Legal,domain#CP-StoPDA+o,domain#CP-Marker+ProcessOperation-2,StoPDA+o is at the start of the data processing responsibility inference sequence,FALSE,TRUE
package#LocalDeviceConnectivity,domain#CP-BPcGcBP+OSg,domain#CP-Marker+PairedDeviceConnectivity-0,BPcGcBP+OSg is at the start of the paired device connectivity inference sequence,FALSE,TRUE
package#LocalDeviceConnectivity,domain#CP-HBTTHS-S+l,domain#CP-HUSBTHS-S+l,HUSBTHS-S+l creates a link that in HBTTHS-S+l matches TrivialHost-locatedIn-OtherSpace,FALSE,TRUE
package#LocalDeviceConnectivity,domain#CP-HUSBTHS-S+l,domain#CP-Marker+PairedDeviceLocation-0,HUSBTHS-S+l is at the start of the paired device location inference sequence,FALSE,TRUE
package#LocalDeviceConnectivity,domain#CP-HpBRH+B,domain#CP-Marker+PairingConnections-0,HpBRH+B is at the start of the pairing connection inference sequence,FALSE,TRUE
package#LocalDeviceConnectivity,domain#CP-HpURH+U,domain#CP-Marker+PairingConnections-0,HpURH+U is at the start of the pairing connection inference sequence,FALSE,TRUE
package#LocalDeviceConnectivity,domain#CP-HuiHBTTH-Hu+m,domain#CP-HuiHUSBTH-Hu+m,HuiHUSBTH-Hu+m creates a link that in HuiHBTTH-Hu+m matches HostManager-manages-TrivialHost,FALSE,TRUE
package#LocalDeviceConnectivity,domain#CP-HuiHUSBTH-Hu+m,domain#CP-Marker+PairedDeviceManagement-0,HuiHUSBTH-Hu+m is at the start of the paired device management inference sequence,FALSE,TRUE
package#LocalDeviceConnectivity,domain#CP-HumHBTTH-Hu+m,domain#CP-HumHUSBTH-Hu+m,HumHUSBTH-Hu+m creates a link that in HumHBTTH-Hu+m matches HostManager-manages-TrivialHost,FALSE,TRUE
package#LocalDeviceConnectivity,domain#CP-HumHUSBTH-Hu+m,domain#CP-HuiHBTTH-Hu+m,HuiHBTTH-Hu+m creates a link that in HumHUSBTH-Hu+m matches HostManager-manages-TrivialHost,FALSE,TRUE
package#LocalDeviceConnectivity,domain#CP-L1cGcL3+NSg,domain#CP-Marker+PairedDeviceConnectivity-0,L1cGcL3+NSg is at the start of the paired device connectivity inference sequence,FALSE,TRUE
package#LocalDeviceConnectivity,domain#CP-L3cGcL1+CSg,domain#CP-Marker+PairedDeviceConnectivity-0,L3cGcL1+CSg is at the start of the paired device connectivity inference sequence,FALSE,TRUE
package#LocalDeviceConnectivity,domain#CP-Marker+PairedDeviceConnectivity-0,domain#CP-Marker+NetworkSegments-0,Paired device connectivity inference is a subsequence of network path segment creation,FALSE,TRUE
package#LocalDeviceConnectivity,domain#CP-Marker+PairedDeviceConnectivity-1,domain#CP-Marker+PairedDeviceConnectivity-0,Start precedes end of sequence,FALSE,TRUE
package#LocalDeviceConnectivity,domain#CP-Marker+PairedDeviceLocation-0,domain#CP-Marker+HostLocation-0,Paired device location inference is a subsequence of host location inference,FALSE,TRUE
package#LocalDeviceConnectivity,domain#CP-Marker+PairedDeviceLocation-1,domain#CP-Marker+PairedDeviceLocation-0,Start precedes end of sequence,FALSE,TRUE
package#LocalDeviceConnectivity,domain#CP-Marker+PairedDeviceManagement-0,domain#CP-Marker+HostManagement-0,Paired device management inference is a subsequence of host management inference,FALSE,TRUE
package#LocalDeviceConnectivity,domain#CP-Marker+PairedDeviceManagement-1,domain#CP-Marker+PairedDeviceManagement-0,Start precedes end of sequence,FALSE,TRUE
package#LocalDeviceConnectivity,domain#CP-Marker+PairedStorageServices-0,domain#CP-Marker+SystemService-0,Paired storage service creation is a subsequence of system service creation,FALSE,TRUE
package#LocalDeviceConnectivity,domain#CP-Marker+PairedStorageServices-1,domain#CP-Marker+PairedStorageServices-0,Start precedes end of sequence,FALSE,TRUE
package#LocalDeviceConnectivity,domain#CP-Marker+PairingConnections-0,domain#CP-Marker+LocalNetworkCreation-0,Pairing connection inference is a subsequence of inferred localised network creation,FALSE,TRUE
package#LocalDeviceConnectivity,domain#CP-Marker+PairingConnections-1,domain#CP-Marker+PairingConnections-0,Start precedes end of sequence,FALSE,TRUE
package#LocalDeviceConnectivity,domain#CP-UHDSrP+u,domain#CP-UHDrP-S+S,UHDrP-S+S creates a link that in UHDSrP+u matches Service-serves-Data,FALSE,TRUE
package#LocalDeviceConnectivity,domain#CP-UHDpP-S+S,domain#CP-USBD-S+S,USBD-S+S creates a link that in UHDpP-S+S matches DB-serves-Data,FALSE,TRUE
package#LocalDeviceConnectivity,domain#CP-UHDrP-S+S,domain#CP-UHDpP-S+S,UHDpP-S+S creates a link that in UHDrP-S+S matches Service-uses-DB,FALSE,TRUE
package#LocalDeviceConnectivity,domain#CP-UPc-rGrUP+OSg,domain#CP-Marker+PairedDeviceConnectivity-0,UPc-rGrUP+OSg is at the start of the paired device connectivity inference sequence,FALSE,TRUE
package#LocalDeviceConnectivity,domain#CP-UPrGc-rUP+OSg,domain#CP-Marker+PairedDeviceConnectivity-0,UPrGc-rUP+OSg is at the start of the paired device connectivity inference sequence,FALSE,TRUE
package#LocalDeviceConnectivity,domain#CP-USBD-S+S,domain#CP-Marker+PairedStorageServices-0,USBD-S+S is at the start of the paired device storage service inference sequence,FALSE,TRUE
package#Network,domain#CP-C+iC,domain#CP-Marker+HostClassification-0,C+iC is at the start of the host classification sequence,FALSE,TRUE
package#Network,domain#CP-DC-C+C,domain#CP-Marker+FixedHostCreation-0,DC-C+C is at the start of the inferred fixed host creation sequence,FALSE,TRUE
package#Network,domain#CP-DC-R+RW,domain#CP-Marker+FixedHostCreation-0,DC-R+RW is at the start of the inferred fixed host creation sequence,FALSE,TRUE
package#Network,domain#CP-DCH+l,domain#CP-DC-C+C,DC-C+C creates a link that in DCH+l should match Host-resourcedBy-DataCentre,FALSE,TRUE
package#Network,domain#CP-DCH+l,domain#CP-DC-R+RW,DC-R+RW creates a link that in DCH+l should match Host-resourcedBy-DataCentre,FALSE,TRUE
package#Network,domain#CP-DCLS+RWS,domain#CP-FHprLS+c,FHprLS+c creates a link that in DCLS+RWS should match Router-connectedTo-LogicalSubnet,FALSE,TRUE
package#Network,domain#CP-DCVHRS-H+p,domain#CP-Marker+FixedNetworkCreation-0,DCVHRS-H+p is at the start of the inferred fixed network creation sequence,FALSE,TRUE
package#Network,domain#CP-DCVHWS-H+p,domain#CP-Marker+FixedNetworkCreation-0,DCVHWS-H+p is at the start of the inferred fixed network creation sequence,FALSE,TRUE
package#Network,domain#CP-DCWH-LS+c,domain#CP-DCLS+RWS,DCLS+RWS creates a link that in DCWH-LS+c matches prohibited link Host-connectedTo-LogicalSubnet,FALSE,TRUE
package#Network,domain#CP-DCpLS+RWS,domain#CP-DCVHRS-H+p,DCVHRS-H+p creates a link that matches LogicalSubnet-providedBy-DataCentre in DCpLS+RWS,FALSE,TRUE
package#Network,domain#CP-DCpLS+RWS,domain#CP-DCVHWS-H+p,DCVHWS-H+p creates a link that matches LogicalSubnet-providedBy-DataCentre in DCpLS+RWS,FALSE,TRUE
package#Network,domain#CP-FHprLS+c,domain#CP-Marker+FixedNetworkConnections-0,FHprLS+c is at the start of the fixed network connection inference sequence,FALSE,TRUE
package#Network,domain#CP-FcLSS+aF,domain#CP-Marker+NetworkAccessibility-0,FcLSS+aF is at the start of the network accessibility inference sequence,FALSE,TRUE
package#Network,domain#CP-HACPmNC+p,domain#CP-PCPHLSS+NC,PCPHLSS+NC creates links that in HACPmNC+p match links from ProcAccess,FALSE,TRUE
package#Network,domain#CP-HCHLSS+NC,domain#CP-PHLSS+aV,PHLSS+aV creates a link that in HCHLSS+NC matches HostAccess-accessVia-LogicalSubnet,FALSE,TRUE
package#Network,domain#CP-Hc-pN-hP+AC,domain#CP-Marker+NetworkLogin-0,Hc-pN-hP+AC is at the start of the network login client creation sequence,FALSE,TRUE
package#Network,domain#CP-HcWHS+c,domain#CP-WpHSH-aF+WH,WpHSH-aF+WH creates a link that in HcWHS+c should match LogicalSubnet-implementsHS-Hotspot,FALSE,TRUE
package#Network,domain#CP-HmNCPAC+p,domain#CP-PCPHLSS+NC,PCPHLSS+NC creates links that in HmNCPAC+p match links from ProcNetContext,FALSE,TRUE
package#Network,domain#CP-HprLS+c,domain#CP-Marker+NetworkConnections-2,HprLS+c is at the start of the non-fixed etwork connection inference sequence,FALSE,TRUE
package#Network,domain#CP-HuPCH+i,domain#CP-Marker+UserHostInteraction-0,HuPCH+I is at the start of the user-host interaction sequence,FALSE,TRUE
package#Network,domain#CP-Hui2H+iD,domain#CP-HuPCH+i,HuPCH+I creates a link that matches Human1-interactsWith-Host,FALSE,TRUE
package#Network,domain#CP-HuiCHLnS-AC+AC,domain#CP-Marker+RemoteLogin-0,HuiCHLnS-AC+AC is at the start of the remote login client creation sequence,FALSE,TRUE
package#Network,domain#CP-HuiH-Hu+m,domain#CP-SHuPH-Hu+m,SHuPH-Hu+m creates link matched in HuiH-Hu+m as HostManager-manages-Host,FALSE,TRUE
package#Network,domain#CP-HuiHP-m+m,domain#CP-Marker+ProcessManagement-0,HuiHP-m+m is at the start of the process management inference sequence,FALSE,TRUE
package#Network,domain#CP-HuiHS+cA,domain#CP-Marker+UserMobilityRequirements-0,HuiHS+cA is at the start of the user mobility requirements inference sequence,FALSE,TRUE
package#Network,domain#CP-HuiPDaS-S+l,domain#CP-Marker+MobileHostLocation-0,HuiPDaS-S+l is at the start of the mobile host location inference sequence,FALSE,TRUE
package#Network,domain#CP-HuiPH-Hu+m,domain#CP-HuoH-m+m,HuoH-m+m creates link that in HuiPH-Hu+m should match HostManager-manages-Host,FALSE,TRUE
package#Network,domain#CP-HuiPH-iD+iP,domain#CP-Hui2H+iD,Hui2H+iD creates a link that is prohibited as Host-impersonalDevice-Host in HuiPH-iD+iP,FALSE,TRUE
package#Network,domain#CP-Hum-iHRAS+i,domain#CP-Hum-iSH-LnS+LnS,Hum-iSH-LnS+LnS creates link that in Hum-iHRAS+i should match RemoteAccessService-controls-Host,FALSE,TRUE
package#Network,domain#CP-Hum-iSH-LnS+LnS,domain#CP-Marker+RootLogin-1,Hum-iSH-LnS+LnS is at the start of the inferred root login service creation sequence for interactive hosts,FALSE,TRUE
package#Network,domain#CP-HumH-StSt+o,domain#CP-HuwStmH-St+o,HuwStmH-St+o creates a link that in HumH-StSt+o matches Operator-operates-Host,FALSE,TRUE
package#Network,domain#CP-HumHP-im+m,domain#CP-HuiHP-m+m,HuiHP-m+m creates a link but in HumHP-im+m it should not match Human2-manages-Process because the Process cannot be interactive,FALSE,TRUE
package#Network,domain#CP-HumP-StSt+o,domain#CP-HuwStmP-St+o,HuwStmP-St+o creates a link that in HumP-StSt+o matches Operator-operates-Process,FALSE,TRUE
package#Network,domain#CP-HumPH-m+m,domain#CP-HuiH-Hu+m,HuiH-Hu+m creates link matched in HumPH-m+m as HostManager-manages-Host,FALSE,TRUE
package#Network,domain#CP-HumTHS+cA,domain#CP-Marker+UserMobilityRequirements-0,HumTHS+cA is at the start of the user mobility requirements inference sequence,FALSE,TRUE
package#Network,domain#CP-HuoH-m+m,domain#CP-Marker+PhysicalHostManagement-0,HuoH-m+m is at the start of the physical host management inference sequence,FALSE,TRUE
package#Network,domain#CP-HuwStmH-St+o,domain#CP-Marker+PhysicalHostOperation-0,HuwStmH-St+o is at the start of the physical host operation inference sequence,FALSE,TRUE
package#Network,domain#CP-HuwStmP-St+o,domain#CP-Marker+ProcessOperation-0,HuwStmP-St+o is at the start of the process operation inference sequence,FALSE,TRUE
package#Network,domain#CP-InternetMP+W,domain#CP-Marker+NetworkAccessibility-0,InternetMP+W is at the start of the network accessibility inference sequence,FALSE,TRUE
package#Network,domain#CP-InternetMP+ii,domain#CP-Marker+FixedNetworkCreation-0,InternetMP+ii is at the start of the inferred fixed network creation sequence,FALSE,TRUE
package#Network,domain#CP-MHC+iMHC,domain#CP-Marker+HostClassification-0,MHC+iMHC is at the start of the host classification sequence,FALSE,TRUE
package#Network,domain#CP-MHcIS+aF,domain#CP-Marker+NetworkAccessibility-0,MHcIS+aF is at the start of the network accessibility inference sequence,FALSE,TRUE
package#Network,domain#CP-Marker+FixedHostCreation-0,domain#CP-Marker+HostCreation-0,Inferred physical host creation is a subsequence of inferred host creation,FALSE,TRUE
package#Network,domain#CP-Marker+FixedHostCreation-1,domain#CP-Marker+FixedHostCreation-0,Start precedes end of sequence,FALSE,TRUE
package#Network,domain#CP-Marker+FixedNetworkConnections-0,domain#CP-Marker+NetworkCreation-1,Inferred network creation should precede fixed host network connection inference,FALSE,TRUE
package#Network,domain#CP-Marker+FixedNetworkConnections-1,domain#CP-Marker+FixedNetworkConnections-0,Start precedes end of sequence,FALSE,TRUE
package#Network,domain#CP-Marker+FixedNetworkCreation-0,domain#CP-Marker+NetworkCreation-0,Inferred physical network creation is a subsequence of inferred network creation,FALSE,TRUE
package#Network,domain#CP-Marker+FixedNetworkCreation-1,domain#CP-Marker+FixedNetworkCreation-0,Start precedes end of sequence,FALSE,TRUE
package#Network,domain#CP-Marker+HostClassification-0,domain#CP-Marker+HostCreation-1,Inferred host creation should precede host classification,FALSE,TRUE
package#Network,domain#CP-Marker+HostClassification-1,domain#CP-Marker+HostClassification-0,Start precedes end of sequence,FALSE,TRUE
package#Network,domain#CP-Marker+HostContext-0,domain#CP-Marker+NetworkAccessibility-1,Network accessibility inference should precede host context creation,FALSE,TRUE
package#Network,domain#CP-Marker+HostContext-0,domain#CP-Marker+NetworkConnections-3,Network connection inference should precede host context inference,FALSE,TRUE
package#Network,domain#CP-Marker+HostContext-1,domain#CP-Marker+HostContext-0,Start precedes end of sequence,FALSE,TRUE
package#Network,domain#CP-Marker+HostCreation-1,domain#CP-Marker+HostCreation-0,Start precedes end of sequence,FALSE,TRUE
package#Network,domain#CP-Marker+HostLocation-0,domain#CP-Marker+HumanMobility-1,User mobility inference should precede personal host location inference,FALSE,TRUE
package#Network,domain#CP-Marker+HostLocation-0,domain#CP-Marker+UserHostInteraction-1,Host interactivity inference should precede personal host location inference,FALSE,TRUE
package#Network,domain#CP-Marker+HostLocation-1,domain#CP-Marker+HostLocation-0,Start precedes end of sequence,FALSE,TRUE
package#Network,domain#CP-Marker+HostManagement-0,domain#CP-Marker+HostLocation-1,Host location inference should precede host management inference,FALSE,TRUE
package#Network,domain#CP-Marker+HostManagement-0,domain#CP-Marker+LocalNetworkCreation-2,Local network creation should precede host management inference,FALSE,TRUE
package#Network,domain#CP-Marker+HostManagement-0,domain#CP-Marker+UserHostInteraction-1,Host interactivity inference should precede host management inference,FALSE,TRUE
package#Network,domain#CP-Marker+HostManagement-1,domain#CP-Marker+HostManagement-0,Start precedes end of sequence,FALSE,TRUE
package#Network,domain#CP-Marker+HostOperation-0,domain#CP-Marker+HostManagement-1,Host management inference should precede host operation inference,FALSE,TRUE
package#Network,domain#CP-Marker+HostOperation-1,domain#CP-Marker+HostOperation-0,Start precedes end of sequence,FALSE,TRUE
package#Network,domain#CP-Marker+LocalNetworkCreation-0,domain#CP-Marker+FixedNetworkConnections-1,Fixed host network connection inference should precede inferred local network creation,FALSE,TRUE
package#Network,domain#CP-Marker+LocalNetworkCreation-0,domain#CP-Marker+HostLocation-1,Mobile host location inference should precede inferred local network creation,FALSE,TRUE
package#Network,domain#CP-Marker+LocalNetworkCreation-1,domain#CP-Marker+LocalNetworkCreation-0,Start precedes end of sequence,FALSE,TRUE
package#Network,domain#CP-Marker+LocalNetworkCreation-2,domain#CP-Marker+LocalNetworkCreation-1,Start precedes end of sequence,FALSE,TRUE
package#Network,domain#CP-Marker+MobileHostLocation-0,domain#CP-Marker+HostLocation-0,Mobile host location inference is a subsequence of host location inference,FALSE,TRUE
package#Network,domain#CP-Marker+MobileHostLocation-1,domain#CP-Marker+MobileHostLocation-0,Start precedes end of sequence,FALSE,TRUE
package#Network,domain#CP-Marker+NetworkAccessibility-0,domain#CP-Marker+NetworkConnections-3,Network connection inference should precede network accessibility inference,FALSE,TRUE
package#Network,domain#CP-Marker+NetworkAccessibility-1,domain#CP-Marker+NetworkAccessibility-0,Start precedes end of sequence,FALSE,TRUE
package#Network,domain#CP-Marker+NetworkConnections-2,domain#CP-Marker+LocalNetworkCreation-2,Local network creation should precede non-fixed network connection inference,FALSE,TRUE
package#Network,domain#CP-Marker+NetworkConnections-3,domain#CP-Marker+NetworkConnections-2,Start precedes end of sequence,FALSE,TRUE
package#Network,domain#CP-Marker+NetworkCreation-0,domain#CP-Marker+HostClassification-1,Host classification should precede inferred fixed network creation,FALSE,TRUE
package#Network,domain#CP-Marker+NetworkCreation-0,domain#CP-Marker+HostLocation-1,Host location inference should precede inferred fixed network creation,FALSE,TRUE
package#Network,domain#CP-Marker+NetworkCreation-1,domain#CP-Marker+NetworkCreation-0,Start precedes end of sequence,FALSE,TRUE
package#Network,domain#CP-Marker+NetworkLogin-0,domain#CP-Marker+RemoteLogin-1,"Host login client creation need not precede network login client creation, but this remotes false positive unfulfilled dependency detection",FALSE,TRUE
package#Network,domain#CP-Marker+NetworkLogin-0,domain#CP-Marker+SystemClient-0,Network login client creation is a subsequence of system client creation,FALSE,TRUE
package#Network,domain#CP-Marker+NetworkLogin-1,domain#CP-Marker+RemoteLogin-0,Start precedes end of sequence,FALSE,TRUE
package#Network,domain#CP-Marker+PhysicalHostInference-0,domain#CP-Marker+FixedHostCreation-0,Physical host inference for physical hosts is a subsequence of inferred physical host creation,FALSE,TRUE
package#Network,domain#CP-Marker+PhysicalHostInference-1,domain#CP-Marker+PhysicalHostInference-0,Start precedes end of sequence,FALSE,TRUE
package#Network,domain#CP-Marker+PhysicalHostInference-4,domain#CP-Marker+LocalNetworkCreation-1,Physical host determination for additional hosts is a subsequence of localised network creation,FALSE,TRUE
package#Network,domain#CP-Marker+PhysicalHostInference-5,domain#CP-Marker+PhysicalHostInference-4,Start precedes end of sequence,FALSE,TRUE
package#Network,domain#CP-Marker+PhysicalHostManagement-0,domain#CP-Marker+HostManagement-0,Physical host management inference is a subsequence of host management inference,FALSE,TRUE
package#Network,domain#CP-Marker+PhysicalHostManagement-1,domain#CP-Marker+PhysicalHostManagement-0,Start precedes end of sequence,FALSE,TRUE
package#Network,domain#CP-Marker+PhysicalHostOperation-0,domain#CP-Marker+HostOperation-0,Physical host operation inference is a subsequence of host operation inference,FALSE,TRUE
package#Network,domain#CP-Marker+ProcessClassification-0,domain#CP-Marker+SystemProcess-1,Inferred system process creation should precede process classification,FALSE,TRUE
package#Network,domain#CP-Marker+ProcessClassification-1,domain#CP-Marker+ProcessClassification-0,Start precedes end of sequence,FALSE,TRUE
package#Network,domain#CP-Marker+ProcessContext-0,domain#CP-Marker+HostContext-1,Host context inference should precede process context creation,FALSE,TRUE
package#Network,domain#CP-Marker+ProcessContext-0,domain#CP-Marker+SystemProcess-1,Inferred system process creation should precede process context creation,FALSE,TRUE
package#Network,domain#CP-Marker+ProcessContext-1,domain#CP-Marker+ProcessContext-0,Start precedes end of sequence,FALSE,TRUE
package#Network,domain#CP-Marker+ProcessManagement-0,domain#CP-Marker+HostManagement-1,Host management inference should precede process management inference,FALSE,TRUE
package#Network,domain#CP-Marker+ProcessManagement-0,domain#CP-Marker+SystemProcess-1,Inferred system process creation should precede process management inference,FALSE,TRUE
package#Network,domain#CP-Marker+ProcessManagement-1,domain#CP-Marker+ProcessManagement-0,Start precedes end of sequence,FALSE,TRUE
package#Network,domain#CP-Marker+ProcessOperation-0,domain#CP-Marker+HostOperation-1,Host operation inference should precede process operation inference,FALSE,TRUE
package#Network,domain#CP-Marker+ProcessOperation-0,domain#CP-Marker+ProcessManagement-1,Process management inference should precede process operation inference,FALSE,TRUE
package#Network,domain#CP-Marker+ProcessOperation-1,domain#CP-Marker+ProcessOperation-0,Start precedes end of sequence,FALSE,TRUE
package#Network,domain#CP-Marker+RemoteLogin-0,domain#CP-Marker+SystemClient-0,Remote login client creation is a subsequence of system client creation,FALSE,TRUE
package#Network,domain#CP-Marker+RemoteLogin-1,domain#CP-Marker+RemoteLogin-0,Start precedes end of sequence,FALSE,TRUE
package#Network,domain#CP-Marker+RootLogin-0,domain#CP-Marker+SystemService-0,Root login service creation is a subsequence of system service creation,FALSE,TRUE
package#Network,domain#CP-Marker+RootLogin-1,domain#CP-Marker+RootLogin-0,Start precedes end of sequence,FALSE,TRUE
package#Network,domain#CP-Marker+RootLogin-2,domain#CP-Marker+RootLogin-1,Start precedes end of sequence,FALSE,TRUE
package#Network,domain#CP-Marker+SocketNetworkCreation-0,domain#CP-Marker+LocalNetworkCreation-1,Socket communication inference is part of localised network creation,FALSE,TRUE
package#Network,domain#CP-Marker+SocketNetworkCreation-0,domain#CP-Marker+PhysicalHostInference-5,Physical host inference should precede socket network creation,FALSE,TRUE
package#Network,domain#CP-Marker+SocketNetworkCreation-1,domain#CP-Marker+SocketNetworkCreation-0,Start precedes end of sequence,FALSE,TRUE
package#Network,domain#CP-Marker+SystemClient-0,domain#CP-Marker+SystemProcess-0,System client creation is a subsequence of system process creation,FALSE,TRUE
package#Network,domain#CP-Marker+SystemClient-0,domain#CP-Marker+SystemService-1,Inferred system service creation should precede inferred system client creation,FALSE,TRUE
package#Network,domain#CP-Marker+SystemClient-1,domain#CP-Marker+SystemClient-0,Start precedes end of sequence,FALSE,TRUE
package#Network,domain#CP-Marker+SystemClientService-0,domain#CP-Marker+SystemProcess-1,Inferred system process creation precedes system client-service interaction inference,FALSE,TRUE
package#Network,domain#CP-Marker+SystemClientService-1,domain#CP-Marker+SystemClientService-0,Start precedes end of sequence,FALSE,TRUE
package#Network,domain#CP-Marker+SystemProcess-0,domain#CP-Marker+HostManagement-1,Host management inference should precede inferred system process creation,FALSE,TRUE
package#Network,domain#CP-Marker+SystemProcess-0,domain#CP-Marker+NetworkConnections-3,Network connection inference should precede inferred system process creation,FALSE,TRUE
package#Network,domain#CP-Marker+SystemProcess-0,domain#CP-Marker+UserHostInteraction-1,Host interactivity inference should precede inferred system process creation,FALSE,TRUE
package#Network,domain#CP-Marker+SystemProcess-1,domain#CP-Marker+SystemProcess-0,Start precedes end of sequence,FALSE,TRUE
package#Network,domain#CP-Marker+SystemService-0,domain#CP-Marker+SystemProcess-0,System service creation is a subsequence of system process creation,FALSE,TRUE
package#Network,domain#CP-Marker+SystemService-1,domain#CP-Marker+SystemService-0,Start precedes end of sequence,FALSE,TRUE
package#Network,domain#CP-Marker+UserHostInteraction-0,domain#CP-Marker+HostClassification-1,Host classification should precede user-host interactivity inference,FALSE,TRUE
package#Network,domain#CP-Marker+UserHostInteraction-1,domain#CP-Marker+UserHostInteraction-0,Start precedes end of sequence,FALSE,TRUE
package#Network,domain#CP-Marker+WiFiHotspotCreation-0,domain#CP-Marker+LocalNetworkCreation-0,WiFi hotspot creation is a subsequence of inferred local network creation,FALSE,TRUE
package#Network,domain#CP-Marker+WiFiHotspotCreation-1,domain#CP-Marker+WiFiHotspotCreation-0,Start precedes end of sequence,FALSE,TRUE
package#Network,domain#CP-PC-LnS+LnS,domain#CP-Marker+RootLogin-0,PC-LnS+LnS is at the start of the inferred root login service creation sequence,FALSE,TRUE
package#Network,domain#CP-PCPHLSS+NC,domain#CP-PHHPS+AC,PHHPS+AC creates links that in PCPHLSS+NC match links from ProcAccess,FALSE,TRUE
package#Network,domain#CP-PH+hPH,domain#CP-Marker+PhysicalHostInference-0,PH+hPH is at the start of the sequence for physical host inference for physical hosts,FALSE,TRUE
package#Network,domain#CP-PH-S+W,domain#CP-HuiPDaS-S+l,HuiPDaS-S+l creates a link that matches PhysicalHost-locatedIn-Space in PH-S+W,FALSE,TRUE
package#Network,domain#CP-PH2dS+iM,domain#CP-PH-S+W,PH-S+W creates a link that in PH2dS+iM matches PhysicalHost-locatedIn-Space,FALSE,TRUE
package#Network,domain#CP-PHHPS+AC,domain#CP-Marker+ProcessContext-0,PHHPS+AC is at the start of the process context creation sequence,FALSE,TRUE
package#Network,domain#CP-PHHS+AC,domain#CP-Marker+HostContext-0,PHHS+AC is a the start of the host context inference sequence,FALSE,TRUE
package#Network,domain#CP-PHHS-iC+SL,domain#CP-Marker+SocketNetworkCreation-0,PHHS-iC+SL is at the start of internal network creation,FALSE,TRUE
package#Network,domain#CP-PHLSS+aV,domain#CP-PHHS+AC,PHHS+AC creates a link that in PHLSS+aV matches HostAccess-accessFrom-Space,FALSE,TRUE
package#Network,domain#CP-Pc-hSHLnS+c,domain#CP-Hum-iSH-LnS+LnS,Hum-iSH-LnS+LnS creates link that in Pc-hSHLnS+c should match Host-hosts-RemoteAccessService,FALSE,TRUE
package#Network,domain#CP-PcWH+c,domain#CP-WpHSH-aF+WH,WpHSH-aF+WH creates a link matched as LogicalSubnet-implementsHS-Hotspot in PcWH+c,FALSE,TRUE
package#Network,domain#CP-RAS+iL,domain#CP-Marker+ProcessClassification-0,RAS+iL is at the start of the process classification sequence,FALSE,TRUE
package#Network,domain#CP-Rr+iR,domain#CP-Marker+HostClassification-0,Rr+iR is at the start of the host classification sequence,FALSE,TRUE
package#Network,domain#CP-Rr-LnS+LnS,domain#CP-Marker+RootLogin-0,Rr-LnS+LnS is at the start of the inferred root login service creation sequence,FALSE,TRUE
package#Network,domain#CP-SHuPH-Hu+m,domain#CP-HuiPH-Hu+m,HuiPH-Hu+m creates link matched in SHuPH-Hu+m as HostManager-manages-Host,FALSE,TRUE
package#Network,domain#CP-StHP+o,domain#CP-HumP-StSt+o,HumP-StSt+o creates a link that in StHP+o matches Operator-operates-Process,FALSE,TRUE
package#Network,domain#CP-StSPH-St+o,domain#CP-HumH-StSt+o,HumH-StSt+o creates a link matched in StSPH-St+o as Operator-operates-Host,FALSE,TRUE
package#Network,domain#CP-Sv-LnS+LnS,domain#CP-Marker+RootLogin-0,Sv-LnS+LnS is at the start of the inferred root login service creation sequence,FALSE,TRUE
package#Network,domain#CP-TP+iT,domain#CP-Marker+ProcessClassification-0,TP+iT is at the start of the process classification sequence,FALSE,TRUE
