package,URI,hasInferredLink
package#Network,domain#CP-Rr-LnS+LnS,domain#Link-LoginService-isLnS-LoginService
package#Network,domain#CP-Rr-LnS+LnS,domain#Link-Router-hosts-LoginService
package#Network,domain#CP-SHuPH-Hu+m,domain#Link-Human-manages-Host
package#Network,domain#CP-SHuPH-Hu+m-Replay1,domain#Link-Human-manages-Host
package#Network,domain#CP-StHP+o,domain#Link-Stakeholder-operates-Process
package#Network,domain#CP-StS-St+c,domain#Link-Space-controlledBy-Stakeholder
package#Network,domain#CP-StSPH-St+o,domain#Link-Stakeholder-operates-Host
package#Network,domain#CP-Sv-LnS+LnS,domain#Link-LoginService-controls-Server
package#Network,domain#CP-Sv-LnS+LnS,domain#Link-LoginService-isLnS-LoginService
package#Network,domain#CP-Sv-LnS+LnS,domain#Link-Server-hosts-LoginService
package#Network,domain#CP-TP+iT,domain#Link-TrivialProcess-isTrivial-TrivialProcess
package#Network,domain#CP-WS-H+I,domain#Link-LogicalSubnet-implements-LogicalSubnet
package#Network,domain#CP-WpHS-aF+iH,domain#Link-Hotspot-isHotspot-Hotspot
package#Network,domain#CP-WpHSH-aF+WH,domain#Link-LogicalSubnet-accessibleFrom-Space
package#Network,domain#CP-WpHSH-aF+WH,domain#Link-LogicalSubnet-implements-Hotspot
package#Network,domain#CP-WpHSH-aF+WH,domain#Link-LogicalSubnet-providedBy-Host
package#NetworkConnectivity,domain#CP-HLS+I,domain#Link-Interface-connectsFrom-Host
package#NetworkConnectivity,domain#CP-HLS+I,domain#Link-Interface-connectsTo-LogicalSubnet
package#NetworkConnectivity,domain#CP-ILSA+c,domain#Link-Interface-connectsTo-AbstractSubnet
package#NetworkConnectivity,domain#CP-L3c-rGc-rL3+OSg,domain#Link-LogicalSegment-from-FromSubnet
package#NetworkConnectivity,domain#CP-L3c-rGc-rL3+OSg,domain#Link-LogicalSegment-to-ToSubnet
package#NetworkConnectivity,domain#CP-L3c-rGc-rL3+OSg,domain#Link-LogicalSegment-via-Gateway
package#NetworkConnectivity,domain#CP-L3c-rGrL3+DSg,domain#Link-LogicalSegment-from-FromSubnet
package#NetworkConnectivity,domain#CP-L3c-rGrL3+DSg,domain#Link-LogicalSegment-to-ToSubnet
package#NetworkConnectivity,domain#CP-L3c-rGrL3+DSg,domain#Link-LogicalSegment-via-Gateway
package#NetworkConnectivity,domain#CP-L3rGc-rL3+NSg,domain#Link-LogicalSegment-from-FromSubnet
package#NetworkConnectivity,domain#CP-L3rGc-rL3+NSg,domain#Link-LogicalSegment-to-ToSubnet
package#NetworkConnectivity,domain#CP-L3rGc-rL3+NSg,domain#Link-LogicalSegment-via-Gateway
package#NetworkConnectivity,domain#CP-L3rGrL3+OSg,domain#Link-LogicalSegment-from-FromSubnet
package#NetworkConnectivity,domain#CP-L3rGrL3+OSg,domain#Link-LogicalSegment-to-ToSubnet
package#NetworkConnectivity,domain#CP-L3rGrL3+OSg,domain#Link-LogicalSegment-via-Gateway
package#NetworkConnectivity,domain#CP-LPLS2NSg2+b,domain#Link-FwdSegment-blockedSegment-FwdSegment
package#NetworkConnectivity,domain#CP-LPLS2NSg2+b,domain#Link-LogicalPath-blockedPath-LogicalPath
package#NetworkConnectivity,domain#CP-LPsLS+v,domain#Link-LogicalPath-visits-LogicalSubnet
package#NetworkConnectivity,domain#CP-LS-iH+NPE,domain#Link-NPE-pEndsAt-LogicalSubnet
package#NetworkConnectivity,domain#CP-LS-iH+NPE,domain#Link-NPE-pVia-LogicalSubnet
package#NetworkConnectivity,domain#CP-LS-iH+NPE,domain#Link-NetworkPath-end-LogicalSubnet
package#NetworkConnectivity,domain#CP-LS-iH+NPE,domain#Link-NetworkPath-start-LogicalSubnet
package#NetworkConnectivity,domain#CP-NP2LS+v,domain#Link-NewPath-visits-LogicalSubnet
package#NetworkConnectivity,domain#CP-NP2LSg+t,domain#Link-NewPath-traverses-LogicalSegment
package#NetworkConnectivity,domain#CP-NP3+x,domain#Link-NewPath-extends-OldPath
package#NetworkConnectivity,domain#CP-OPLS1+NP,domain#Link-NPE-pVia-FromSubnet
package#NetworkConnectivity,domain#CP-OPLS1+NP,domain#Link-NewPath-end-LogicalSubnet
package#NetworkConnectivity,domain#CP-OPLS1+NP,domain#Link-NewPath-extends-OldPath
package#NetworkConnectivity,domain#CP-OPLS1+NP,domain#Link-NewPath-start-FromSubnet
package#NetworkConnectivity,domain#CP-OPLS1+NP,domain#Link-NewPath-traverses-LogicalRoute
package#NetworkConnectivity,domain#CP-OPLS1+NP,domain#Link-NewPath-visitsGateway-Gateway
package#NetworkConnectivity,domain#CP-OPLS2+NP,domain#Link-NPE-pVia-FromSubnet
package#NetworkConnectivity,domain#CP-OPLS2+NP,domain#Link-NewPath-end-LogicalSubnet
package#NetworkConnectivity,domain#CP-OPLS2+NP,domain#Link-NewPath-extends-OldPath
package#NetworkConnectivity,domain#CP-OPLS2+NP,domain#Link-NewPath-start-FromSubnet
package#NetworkConnectivity,domain#CP-OPLS2+NP,domain#Link-NewPath-traverses-LogicalRoute
package#NetworkConnectivity,domain#CP-OPLS2+NP,domain#Link-NewPath-visitsGateway-Gateway
package#NetworkConnectivity,domain#CP-OPLS2+NP,domain#Link-NewPath-visitsGateway-Host
package#NetworkConnectivity,domain#CP-OPPS1+PP,domain#Link-NewPath-end-LogicalSubnet
package#NetworkConnectivity,domain#CP-OPPS1+PP,domain#Link-NewPath-extends-OldPath
package#NetworkConnectivity,domain#CP-OPPS1+PP,domain#Link-NewPath-start-FromSubnet
package#NetworkConnectivity,domain#CP-OPPS1+PP,domain#Link-NewPath-traverses-LogicalRoute
package#NetworkConnectivity,domain#CP-OPPS1+PP,domain#Link-NewPath-visitsGateway-Gateway
package#NetworkConnectivity,domain#CP-OPPS1+PP,domain#Link-PPE-pVia-FromSubnet
package#NetworkConnectivity,domain#CP-OPPS2+PP,domain#Link-NewPath-end-LogicalSubnet
package#NetworkConnectivity,domain#CP-OPPS2+PP,domain#Link-NewPath-extends-OldPath
package#NetworkConnectivity,domain#CP-OPPS2+PP,domain#Link-NewPath-start-FromSubnet
package#NetworkConnectivity,domain#CP-OPPS2+PP,domain#Link-NewPath-traverses-LogicalRoute
package#NetworkConnectivity,domain#CP-OPPS2+PP,domain#Link-NewPath-visitsGateway-Gateway
package#NetworkConnectivity,domain#CP-OPPS2+PP,domain#Link-NewPath-visitsGateway-Host
package#NetworkConnectivity,domain#CP-OPPS2+PP,domain#Link-PPE-pVia-FromSubnet
package#NetworkConnectivity,domain#CP-PS-iH+PPE,domain#Link-PPE-pEndsAt-PhysicalSubnet
package#NetworkConnectivity,domain#CP-PS-iH+PPE,domain#Link-PPE-pVia-PhysicalSubnet
package#NetworkConnectivity,domain#CP-PS-iH+PPE,domain#Link-PhysicalPath-end-PhysicalSubnet
package#NetworkConnectivity,domain#CP-PS-iH+PPE,domain#Link-PhysicalPath-start-PhysicalSubnet
package#NetworkConnectivity,domain#CP-SgHfILS+f,domain#Link-LogicalSegment-from-Interface
package#NetworkConnectivity,domain#CP-SgHtILS+t,domain#Link-LogicalSegment-to-Interface
package#PatientHarms,domain#CP-CttHup-rel+rel,domain#Link-Controller-relatesTo-Patient
package#PatientHarms,domain#CP-CttHupDct-at+at,domain#Link-Controller-administersTreatment-Data
package#PatientHarms,domain#CP-CttHupDct-dt+dt,domain#Link-Data-definesTreatmentFor-Patient
package#PatientHarms,domain#CP-HucdHupiDd+cd,domain#Link-Clinician-confirmsDiagnosis-Data
package#PatientHarms,domain#CP-HuctHupiDt+at,domain#Link-Clinician-administersTreatment-Data
package#PatientHarms,domain#CP-HupvdDdt-Hucat-Ctat+at,domain#Link-Patient-administersTreatment-Data
package#Physical,domain#CP-HuaSaE+cA,domain#Link-Human-canAccess-Entrance
package#Physical,domain#CP-PPS-E+W,domain#Link-Space-accessibleVia-World
package#Privacy,domain#CP-DHuDC+r,domain#Link-DataCopy-relatesTo-Human
package#Privacy,domain#CP-DHuDF+r,domain#Link-DataFlow-relatesTo-Human
package#Privacy,domain#CP-HuiThaS-S+r,domain#Link-Thing-relatesTo-Human
package#Privacy,domain#CP-HurH-StSt+o,domain#Link-Human-operates-Host
package#Privacy,domain#CP-HurSesD-Rel+Rel,domain#Link-Data-relatesTo-Human
package#Privacy,domain#CP-HurTh-S-m+m,domain#Link-Human-manages-Thing
package#Privacy,domain#CP-HurThcD-Rel+Rel,domain#Link-Data-relatesTo-Human
package#Privacy,domain#CP-HuwStrH-St+o,domain#Link-Employer-operates-Host
package#ProcessComms,domain#CP-APxSCtI+tI,domain#Link-ServiceAttackPath-toInterface-Interface
package#ProcessComms,domain#CP-APxSCtI+tI,domain#Link-ServiceAttackPath-viaSubnet-LogicalSubnet
package#ProcessComms,domain#CP-CzSzP+AA,domain#Link-Client-usesForAuth-Process
package#ProcessComms,domain#CP-CzS-CC+AC,domain#Link-AuthChannel-channelFrom-Client
package#ProcessComms,domain#CP-CzS-CC+AC,domain#Link-AuthChannel-channelTo-Service
package#ProcessComms,domain#CP-CAC-pPzAC-pS+cvc,domain#Link-AuthZChannel-validatesChannel-ClientChannel
package#ProcessComms,domain#CP-CAC-pPaAC-pS+cvc,domain#Link-AuthZChannel-validatesChannel-ClientChannel
package#ProcessComms,domain#CP-CAC-pScAC-pP+cc,domain#Link-AuthChannel-controlsChannel-ClientChannel
package#ProcessComms,domain#CP-CAPNPSAP+pV,domain#Link-ServiceAttackPath-attackPathFrom-NetworkPath
package#ProcessComms,domain#CP-CAPlISAP+lI,domain#Link-ServiceAttackPath-lastInterface-Interface
package#ProcessComms,domain#CP-CCCCAP+ch,domain#Link-ClientChannel-channelVia-AttackPath
package#ProcessComms,domain#CP-CCCSPSFCS+f,domain#Link-DataFlow-flowsViaCS-ClientChannel
package#ProcessComms,domain#CP-CCCSPSFSC+f,domain#Link-DataFlow-flowsViaSC-ClientChannel
package#ProcessComms,domain#CP-CCCfCCS+aFC+aFC,domain#Link-ProcAccess-accessFromClient-ClientChannel
package#ProcessComms,domain#CP-CCCfCCS+aFC+aFC-Replay,domain#Link-ProcAccess-accessFromClient-ClientChannel
package#ProcessComms,domain#CP-CCCfS+aFC-aI+aU,domain#Link-ProcAccess-accessUninterrupted-ClientChannel
package#ProcessComms,domain#CP-CCCfS-aFC+aI,domain#Link-ProcAccess-accessInterrupted-ClientChannel
package#ProcessComms,domain#CP-CCCftS+aFC-aTS+aI,domain#Link-ProcAccess-accessInterrupted-ClientChannel
package#ProcessComms,domain#CP-CCCtCCS+aTS+aTS,domain#Link-ProcAccess-accessToService-ClientChannel
package#ProcessComms,domain#CP-CCCvCCvLS+vLS,domain#Link-ClientChannel-viaSubnet-LogicalSubnet
package#ProcessComms,domain#CP-CCDFCDAScDA-c+a,domain#Link-Client-usesForAuth-Vault
package#ProcessComms,domain#CP-CCDFCDAScDA-c+a,domain#Link-DataAccess-canGetKeys-DataAsset
package#ProcessComms,domain#CP-CCDFSDAScDA-c+z,domain#Link-Client-indirectAuthZ-Service
package#ProcessComms,domain#CP-CCDFSDAScDA-c+z,domain#Link-Client-usesForAuth-Vault
package#ProcessComms,domain#CP-CCDFSDAScDA-c+z,domain#Link-DataAccess-canGetKeys-DataAsset
package#ProcessComms,domain#CP-CCDFSDAScDA-c+z,domain#Link-Service-usesForAuthZ-Vault
package#ProcessComms,domain#CP-CCSC+ch,domain#Link-ClientChannel-channelVia-ServiceChannel
package#ProcessComms,domain#CP-CCSCAP+ch,domain#Link-ClientChannel-channelVia-AttackPath
package#ProcessComms,domain#CP-CCSCCP+ch,domain#Link-ClientChannel-channelVia-ClientPath
package#ProcessComms,domain#CP-CCSCfI+fI,domain#Link-ClientChannel-fromInterface-Interface
package#ProcessComms,domain#CP-CCSCtI+tI,domain#Link-ClientChannel-toInterface-Interface
package#ProcessComms,domain#CP-CCSCtSg+tSg,domain#Link-ClientChannel-usesLogicalRoute-LogicalSegment
package#ProcessComms,domain#CP-CCSCvI+vI,domain#Link-ClientChannel-viaInterface-Interface
package#ProcessComms,domain#CP-CCSCvLS+vLS,domain#Link-ClientChannel-viaSubnet-LogicalSubnet
package#ProcessComms,domain#CP-CS-SP+DX,domain#Link-DataExchange-connectsData-Client
package#ProcessComms,domain#CP-CS-SP+DX,domain#Link-DataExchange-connectsData-Service
package#ProcessComms,domain#CP-CSCCAPNP4+CCAP,domain#Link-ClosedClientAttackPath-attackPathFrom-NetworkPath
package#ProcessComms,domain#CP-CSCCAPNP4+CCAP,domain#Link-ClosedClientAttackPath-channelFrom-Client
package#ProcessComms,domain#CP-CSCCAPNP4+CCAP,domain#Link-ClosedClientAttackPath-channelTo-Service
package#ProcessComms,domain#CP-CSCCAPNP4+CCAP,domain#Link-ClosedClientAttackPath-fromSubnet-AttackerSubnet
package#ProcessComms,domain#CP-CSCCAPNP4+CCAP,domain#Link-ServiceChannel-channelVia-ClosedClientAttackPath
package#ProcessComms,domain#CP-CSCLS+aFC,domain#Link-ProcAccess-accessFromClient-ServiceChannel
package#ProcessComms,domain#CP-CSCLS+ii+PNC,domain#Link-PhysicalHost-mayBeIn-Space
package#ProcessComms,domain#CP-CSCLS+ii+PNC,domain#Link-ProcAccess-accessFrom-Space
package#ProcessComms,domain#CP-CSCLS+ii+PNC,domain#Link-ProcAccess-accessFromClient-ServiceChannel
package#ProcessComms,domain#CP-CSCLS+ii+PNC,domain#Link-ProcAccess-accessTo-CHost
package#ProcessComms,domain#CP-CSCLS+ii+PNC,domain#Link-ProcAccess-accessTo-Client
package#ProcessComms,domain#CP-CSCLS+ii+PNC,domain#Link-ProcAccess-accessVia-LogicalSubnet
package#ProcessComms,domain#CP-CSCLS-ii+PNC,domain#Link-PhysicalHost-mayBeIn-Space
package#ProcessComms,domain#CP-CSCLS-ii+PNC,domain#Link-ProcAccess-accessFrom-Space
package#ProcessComms,domain#CP-CSCLS-ii+PNC,domain#Link-ProcAccess-accessFromClient-ServiceChannel
package#ProcessComms,domain#CP-CSCLS-ii+PNC,domain#Link-ProcAccess-accessTo-CHost
package#ProcessComms,domain#CP-CSCLS-ii+PNC,domain#Link-ProcAccess-accessTo-Client
package#ProcessComms,domain#CP-CSCLS-ii+PNC,domain#Link-ProcAccess-accessVia-LogicalSubnet
package#ProcessComms,domain#CP-CSCscLS+CCAP,domain#Link-ClosedClientAttackPath-attackPathFrom-ServiceChannel
package#ProcessComms,domain#CP-CSCscLS+CCAP,domain#Link-ClosedClientAttackPath-channelFrom-Process
package#ProcessComms,domain#CP-CSCscLS+CCAP,domain#Link-ClosedClientAttackPath-channelTo-Service
package#ProcessComms,domain#CP-CSCscLS+CCAP,domain#Link-ClosedClientAttackPath-fromSubnet-LogicalSubnet
package#ProcessComms,domain#CP-CSCscLS+CCAP,domain#Link-ServiceChannel-channelVia-ClosedClientAttackPath
package#ProcessComms,domain#CP-CSCsdLS+OCAP,domain#Link-OpenClientAttackPath-attackPathFrom-ServiceChannel
package#ProcessComms,domain#CP-CSCsdLS+OCAP,domain#Link-OpenClientAttackPath-channelFrom-Process
package#ProcessComms,domain#CP-CSCsdLS+OCAP,domain#Link-OpenClientAttackPath-channelTo-Service
package#ProcessComms,domain#CP-CSCsdLS+OCAP,domain#Link-OpenClientAttackPath-fromSubnet-LogicalSubnet
package#ProcessComms,domain#CP-CSCsdLS+OCAP,domain#Link-ServiceChannel-channelVia-OpenClientAttackPath
package#ProcessComms,domain#CP-CSCvLS+CP,domain#Link-ClientPath-channelFrom-Process
package#ProcessComms,domain#CP-CSCvLS+CP,domain#Link-ClientPath-channelTo-Service
package#ProcessComms,domain#CP-CSCvLS+CP,domain#Link-ClientPath-fromInterface-Interface
package#ProcessComms,domain#CP-CSCvLS+CP,domain#Link-ClientPath-fromSubnet-LogicalSubnet
package#ProcessComms,domain#CP-CSCvLS+CP,domain#Link-ServiceChannel-channelVia-ClientPath
package#ProcessComms,domain#CP-CSDS+fV,domain#Link-DataStep-flowsViaCS-ClientChannel
package#ProcessComms,domain#CP-CSL0H+SC,domain#Link-ServiceChannel-channelFrom-Client
package#ProcessComms,domain#CP-CSL0H+SC,domain#Link-ServiceChannel-channelTo-DService
package#ProcessComms,domain#CP-CSL0H+SC,domain#Link-ServiceChannel-channelVia-NetworkPath
package#ProcessComms,domain#CP-CSL0H+SC,domain#Link-ServiceChannel-fromInterface-Interface
package#ProcessComms,domain#CP-CSL0H+SC,domain#Link-ServiceChannel-fromSpace-Space
package#ProcessComms,domain#CP-CSL0H+SC,domain#Link-ServiceChannel-toInterface-Interface
package#ProcessComms,domain#CP-CSL0H+SC,domain#Link-ServiceChannel-toSpace-Space
package#ProcessComms,domain#CP-CSL1H2+SC,domain#Link-ServiceChannel-channelFrom-Client
package#ProcessComms,domain#CP-CSL1H2+SC,domain#Link-ServiceChannel-channelTo-DService
package#ProcessComms,domain#CP-CSL1H2+SC,domain#Link-ServiceChannel-channelVia-NetworkPath
package#ProcessComms,domain#CP-CSL1H2+SC,domain#Link-ServiceChannel-fromInterface-OutboundIF
package#ProcessComms,domain#CP-CSL1H2+SC,domain#Link-ServiceChannel-fromSpace-LocalSpace
package#ProcessComms,domain#CP-CSL1H2+SC,domain#Link-ServiceChannel-toInterface-InboundIF
package#ProcessComms,domain#CP-CSL1H2+SC,domain#Link-ServiceChannel-toSpace-RemoteSpace
package#ProcessComms,domain#CP-CSL3H+SC,domain#Link-ServiceChannel-channelFrom-Client
package#ProcessComms,domain#CP-CSL3H+SC,domain#Link-ServiceChannel-channelTo-DService
package#ProcessComms,domain#CP-CSL3H+SC,domain#Link-ServiceChannel-channelVia-NetworkPath
package#ProcessComms,domain#CP-CSL3H+SC,domain#Link-ServiceChannel-fromInterface-Interface
package#ProcessComms,domain#CP-CSL3H+SC,domain#Link-ServiceChannel-fromSpace-Space
package#ProcessComms,domain#CP-CSL3H+SC,domain#Link-ServiceChannel-toInterface-Interface
package#ProcessComms,domain#CP-CSL3H+SC,domain#Link-ServiceChannel-toSpace-Space
package#ProcessComms,domain#CP-CSLS2H2-SC+SC,domain#Link-ServiceChannel-channelFrom-Client
package#ProcessComms,domain#CP-CSLS2H2-SC+SC,domain#Link-ServiceChannel-channelTo-DService
package#ProcessComms,domain#CP-CSLS2H2-SC+SC,domain#Link-ServiceChannel-channelVia-NetworkPath
package#ProcessComms,domain#CP-CSLS2H2-SC+SC,domain#Link-ServiceChannel-fromInterface-OutboundIF
package#ProcessComms,domain#CP-CSLS2H2-SC+SC,domain#Link-ServiceChannel-fromSpace-LocalSpace
package#ProcessComms,domain#CP-CSLS2H2-SC+SC,domain#Link-ServiceChannel-toInterface-InboundIF
package#ProcessComms,domain#CP-CSLS2H2-SC+SC,domain#Link-ServiceChannel-toSpace-RemoteSpace
package#ProcessComms,domain#CP-CSLSH2-SC+SC,domain#Link-ServiceChannel-channelFrom-Client
package#ProcessComms,domain#CP-CSLSH2-SC+SC,domain#Link-ServiceChannel-channelTo-DService
package#ProcessComms,domain#CP-CSLSH2-SC+SC,domain#Link-ServiceChannel-channelVia-NetworkPath
package#ProcessComms,domain#CP-CSLSH2-SC+SC,domain#Link-ServiceChannel-fromInterface-OutboundIF
package#ProcessComms,domain#CP-CSLSH2-SC+SC,domain#Link-ServiceChannel-fromSpace-LocalSpace
package#ProcessComms,domain#CP-CSLSH2-SC+SC,domain#Link-ServiceChannel-toInterface-InboundIF
package#ProcessComms,domain#CP-CSLSH2-SC+SC,domain#Link-ServiceChannel-toSpace-RemoteSpace
package#ProcessComms,domain#CP-CScP-v+AA,domain#Link-Client-noAuthN-Service
package#ProcessComms,domain#CP-CScP-v+AA,domain#Link-Client-usesForAuth-Process
package#ProcessComms,domain#CP-CaS-SP+CC,domain#Link-ClientChannel-channelFrom-Client
package#ProcessComms,domain#CP-CaS-SP+CC,domain#Link-ClientChannel-channelTo-Service
package#ProcessComms,domain#CP-CuPiS-i+i,domain#Link-Client-usesIndirectly-Service
package#ProcessComms,domain#CP-CuPnS-U+U,domain#Link-Client-sharesCredentials-Proxy
package#ProcessComms,domain#CP-CuPnS-U+U,domain#Link-Client-viaSharedCredentials-Service
package#ProcessComms,domain#CP-CuPuS-i+i,domain#Link-Client-usesIndirectly-Service
package#ProcessComms,domain#CP-CuPuSCC+c,domain#Link-ClientChannel-channelVia-FirstChannel
package#ProcessComms,domain#CP-CuPuSCC+c,domain#Link-ClientChannel-channelVia-ProxyChannel
package#ProcessComms,domain#CP-CuPvSCC+c,domain#Link-ClientChannel-channelVia-FirstChannel
package#ProcessComms,domain#CP-CuPvnS+n,domain#Link-Client-proxyAuthN-Proxy
package#ProcessComms,domain#CP-CuSPvS-U+U,domain#Link-Client-usesAsProxy-Proxy
package#ProcessComms,domain#CP-CuSPvS-U+U,domain#Link-Client-usesViaProxy-Service
package#ProcessComms,domain#CP-CuScS+N,domain#Link-Client-proxyAuthN-Service
package#ProcessComms,domain#CP-CucSaP+c,domain#Link-Process-controls-Client
package#ProcessComms,domain#CP-CuvS+CC,domain#Link-ClientChannel-channelFrom-Client
package#ProcessComms,domain#CP-CuvS+CC,domain#Link-ClientChannel-channelTo-Process
package#ProcessComms,domain#CP-CvPuSCC+c,domain#Link-ClientChannel-channelVia-ProxyChannel
package#ProcessComms,domain#CP-CvPvSCC+c,domain#Link-ClientChannel-channelVia-ProxyChannel
package#ProcessComms,domain#CP-DFDSCS+f,domain#Link-DataFlow-flowsViaCS-ClientChannel
package#ProcessComms,domain#CP-DFDSSC+f,domain#Link-DataFlow-flowsViaSC-ClientChannel
package#ProcessComms,domain#CP-DFDSfP+fVP,domain#Link-DataFlow-flowsViaProcess-Process
package#ProcessComms,domain#CP-DFfCCCfS+ff,domain#Link-DataFlow-flowsFromIn-ProcAccess
package#ProcessComms,domain#CP-DFfCCCfS+ff-Replay,domain#Link-DataFlow-flowsFromIn-ProcAccess
package#ProcessComms,domain#CP-DFfCCCtS+ft,domain#Link-DataFlow-flowsToIn-ProcAccess
package#ProcessComms,domain#CP-DFfCCCtS+ft-Replay,domain#Link-DataFlow-flowsToIn-ProcAccess
package#ProcessComms,domain#CP-DFtCCCfS+ft,domain#Link-DataFlow-flowsToIn-ProcAccess
package#ProcessComms,domain#CP-DFtCCCfS+ft-Replay,domain#Link-DataFlow-flowsToIn-ProcAccess
package#ProcessComms,domain#CP-DFtCCCtS+ff,domain#Link-DataFlow-flowsFromIn-ProcAccess
package#ProcessComms,domain#CP-DFtCCCtS+ff-Replay,domain#Link-DataFlow-flowsFromIn-ProcAccess
package#ProcessComms,domain#CP-DFtP+fVP,domain#Link-DataFlow-flowsViaProcess-Process
package#ProcessComms,domain#CP-DFuCuS-C-P+u,domain#Link-Client-uses-Service
package#ProcessComms,domain#CP-H-sDFCFdS-ACau+DS,domain#Link-DataCopy-copyOf-Data
package#ProcessComms,domain#CP-H-sDFCFdS-ACau+DS,domain#Link-DataCopy-fulfils-DataFlow
package#ProcessComms,domain#CP-H-sDFCFdS-ACau+DS,domain#Link-DataFlow-fulfils-DataCopy
package#ProcessComms,domain#CP-H-sDFCFdS-ACau+DS,domain#Link-Host-stores-Data
package#ProcessComms,domain#CP-H-sDFCFdS-ACau+DS,domain#Link-Host-storesCopy-DataCopy
package#ProcessComms,domain#CP-H-sDFSACaiFS+DS,domain#Link-DataCopy-copyOf-Data
package#ProcessComms,domain#CP-H-sDFSACaiFS+DS,domain#Link-DataCopy-fulfils-DataFlow
package#ProcessComms,domain#CP-H-sDFSACaiFS+DS,domain#Link-DataFlow-fulfils-DataCopy
package#ProcessComms,domain#CP-H-sDFSACaiFS+DS,domain#Link-Host-stores-Data
package#ProcessComms,domain#CP-H-sDFSACaiFS+DS,domain#Link-Host-storesCopy-DataCopy
package#ProcessComms,domain#CP-H-sDFSFdC+DS,domain#Link-DataCopy-copyOf-Data
package#ProcessComms,domain#CP-H-sDFSFdC+DS,domain#Link-DataCopy-fulfils-DataFlow
package#ProcessComms,domain#CP-H-sDFSFdC+DS,domain#Link-DataFlow-fulfils-DataCopy
package#ProcessComms,domain#CP-H-sDFSFdC+DS,domain#Link-Host-stores-Data
package#ProcessComms,domain#CP-H-sDFSFdC+DS,domain#Link-Host-storesCopy-DataCopy
package#ProcessComms,domain#CP-H-sDFcCaiAC+DS,domain#Link-DataCopy-copyOf-Data
package#ProcessComms,domain#CP-H-sDFcCaiAC+DS,domain#Link-DataCopy-fulfils-DataFlow
package#ProcessComms,domain#CP-H-sDFcCaiAC+DS,domain#Link-DataFlow-fulfils-DataCopy
package#ProcessComms,domain#CP-H-sDFcCaiAC+DS,domain#Link-Host-stores-Data
package#ProcessComms,domain#CP-H-sDFcCaiAC+DS,domain#Link-Host-storesCopy-DataCopy
package#ProcessComms,domain#CP-H-sDFcCr-aAC+DS,domain#Link-DataCopy-copyOf-Data
package#ProcessComms,domain#CP-H-sDFcCr-aAC+DS,domain#Link-DataCopy-fulfils-DataFlow
package#ProcessComms,domain#CP-H-sDFcCr-aAC+DS,domain#Link-DataFlow-fulfils-DataCopy
package#ProcessComms,domain#CP-H-sDFcCr-aAC+DS,domain#Link-Host-stores-Data
package#ProcessComms,domain#CP-H-sDFcCr-aAC+DS,domain#Link-Host-storesCopy-DataCopy
package#ProcessComms,domain#CP-H-sDFrSACdDFiaS+DS,domain#Link-DataCopy-copyOf-Data
package#ProcessComms,domain#CP-H-sDFrSACdDFiaS+DS,domain#Link-DataCopy-fulfils-DataFlow
package#ProcessComms,domain#CP-H-sDFrSACdDFiaS+DS,domain#Link-DataFlow-fulfils-DataCopy
package#ProcessComms,domain#CP-H-sDFrSACdDFiaS+DS,domain#Link-Host-stores-Data
package#ProcessComms,domain#CP-H-sDFrSACdDFiaS+DS,domain#Link-Host-storesCopy-DataCopy
package#ProcessComms,domain#CP-H-sDFuCudDFdS-ACau+DS,domain#Link-DataCopy-copyOf-Data
package#ProcessComms,domain#CP-H-sDFuCudDFdS-ACau+DS,domain#Link-DataCopy-fulfils-DataFlow
package#ProcessComms,domain#CP-H-sDFuCudDFdS-ACau+DS,domain#Link-DataFlow-fulfils-DataCopy
package#ProcessComms,domain#CP-H-sDFuCudDFdS-ACau+DS,domain#Link-Host-stores-Data
package#ProcessComms,domain#CP-H-sDFuCudDFdS-ACau+DS,domain#Link-Host-storesCopy-DataCopy
package#ProcessComms,domain#CP-H-sDFuSdC+DS,domain#Link-DataCopy-copyOf-Data
package#ProcessComms,domain#CP-H-sDFuSdC+DS,domain#Link-DataCopy-fulfils-DataFlow
package#ProcessComms,domain#CP-H-sDFuSdC+DS,domain#Link-DataFlow-fulfils-DataCopy
package#ProcessComms,domain#CP-H-sDFuSdC+DS,domain#Link-Host-stores-Data
package#ProcessComms,domain#CP-H-sDFuSdC+DS,domain#Link-Host-storesCopy-DataCopy
package#ProcessComms,domain#CP-HRASuPCcS+c,domain#Link-RemoteAccessService-controls-Client
package#ProcessComms,domain#CP-HRASuPScS+c,domain#Link-Process-controls-RemoteAccessService
package#ProcessComms,domain#CP-HRASuPcC+c,domain#Link-RemoteAccessService-controls-Client
package#ProcessComms,domain#CP-HRASuPcS+c,domain#Link-Process-controls-RemoteAccessService
package#ProcessComms,domain#CP-HuRACP+i,domain#Link-Human-interactsRemotelyWith-Process
package#ProcessComms,domain#CP-IDFfCCCftS-s+rI,domain#Link-Service-runsIn-ProcAccess
package#ProcessComms,domain#CP-NP1CCAPSC+pT,domain#Link-NetworkPath-pathTo-ServiceChannel
package#ProcessComms,domain#CP-NP2CCAPSC+pT,domain#Link-NetworkPath-pathTo-ServiceChannel
package#ProcessComms,domain#CP-PCaFCSCCC+aFC,domain#Link-ProcAccess-accessFromClient-ClientChannel
package#ProcessComms,domain#CP-PCaTSSCAP+aTS,domain#Link-ProcAccess-accessToService-AttackPath
